Behavior,Trigger Rule,Collection Name,Handle,Layer,Where It Appears,Parents / Depends On,Full Auto Tags - ADD,Remove Tags,Auto Vendor,Auto Type,Auto CMS Collection,Auto Product Category,Auto Google Product Category,Auto Design (apply when trigger fires),Auto Colour Style (apply when trigger fires),Auto Jewelry Type,Auto Target Gender,Auto Age Group,Auto Status,Flag,Notes,Source Refs
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,BRACELETS NEW TO SALE,bracelets-new-to-sale,Sale,Sale mega-menu / sale landing,SALE + Bracelets Sale,"all-products, all-products-collection, all-products-collections, bracelets-sale, bracelets, bracelet, sale",exclude-from-the-sale,,Bracelets,,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,NO DEDICATED TAG,No *-new-to-sale tag exists on the product CSV. Treat as the parent SALE collection for auto-fill. Confirm with Mack whether these are smart collections (sale + recency) before creating new tags.,Bracelets!55; Sale!18
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Charms,charms,Main type,Main nav,— (this is a parent),"all-products, all-products-collection, all-products-collections, charms, exclude-from-the-sale",,,Charms,,Apparel & Accessories > Jewelry > Charms & Pendants,192,,,handcrafted-jewellery,unisex,universal,draft,OK,Every charms product must get these type tags.,Charms!6
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,BOLD CHARMS FOR NECKLACES & BRACELETS,charms-bold-soul,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Charms,"all-products, all-products-collection, all-products-collections, charms, bold-soul-charms, exclude-from-the-sale",,,Charms,,Apparel & Accessories > Jewelry > Charms & Pendants,192,,,handcrafted-jewellery,unisex,universal,draft,OK,,Charms!8
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,EARTH-INSPIRED CHARMS,charms-earth-spirit,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Charms,"all-products, all-products-collection, all-products-collections, charms, earth-and-spirit-charms, exclude-from-the-sale",,,Charms,,Apparel & Accessories > Jewelry > Charms & Pendants,192,,,handcrafted-jewellery,unisex,universal,draft,OK,,Charms!9
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,OCEAN & WAVE CHARMS,charms-ocean-sky,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Charms,"all-products, all-products-collection, all-products-collections, charms, ocean-and-sky-charms, exclude-from-the-sale",,,Charms,,Apparel & Accessories > Jewelry > Charms & Pendants,192,,,handcrafted-jewellery,unisex,universal,draft,OK,,Charms!10
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,PEARL CHARMS,pearl-charms,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Charms,"all-products, all-products-collection, all-products-collections, charms, pearly-charms, exclude-from-the-sale",,,Charms,,Apparel & Accessories > Jewelry > Charms & Pendants,192,,,handcrafted-jewellery,unisex,universal,draft,OK,,Charms!11
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Untamed Charms,untamed-charms,Brand + type,Shop By Collection under a type mega-menu,Untamed + Charms,"all-products, all-products-collection, all-products-collections, untamed, charms, untamed-charms, exclude-from-the-sale",,Untamed,Charms,Untamed,Apparel & Accessories > Jewelry > Charms & Pendants,192,,,handcrafted-jewellery,unisex,universal,draft,ADDED,Untamed is charm-heavy. Parent brand Untamed + type Charms.,Charms!13
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,CHARMS SALE,charms-sale,Sale,Sale mega-menu / sale landing,SALE + Charms,"all-products, all-products-collection, all-products-collections, charms, charms-sale, sale",exclude-from-the-sale,,Charms,,Apparel & Accessories > Jewelry > Charms & Pendants,192,,,handcrafted-jewellery,unisex,universal,draft,OK,Sale collections overlap: brand sale + type sale + main Sale should all receive the product.,Charms!15; Sale!9
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,CHARMS NEW TO SALE,charms-new-to-sale,Sale,Sale mega-menu / sale landing,SALE + Charms Sale,"all-products, all-products-collection, all-products-collections, charms-sale, charms, sale",exclude-from-the-sale,,Charms,,Apparel & Accessories > Jewelry > Charms & Pendants,192,,,handcrafted-jewellery,unisex,universal,draft,NO DEDICATED TAG,No *-new-to-sale tag exists on the product CSV. Treat as the parent SALE collection for auto-fill. Confirm with Mack whether these are smart collections (sale + recency) before creating new tags.,Charms!17; Sale!20
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,(Every new product — defaults),—,Defaults,CMS create-product,—,"all-products, all-products-collection, all-products-collections, exclude-from-the-sale",,,,,,,,,handcrafted-jewellery,unisex,universal,,OK,all-products-collection AND all-products-collections both exist in Shopify. Keep both so the product lands in both smart collections.,Defaults & System!6
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,All-Products,all-products,System / merchandising,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Covered by always-on tag all-products. Not a CMS dropdown choice.,Defaults & System!8
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,All Products Collections,all-products-collection,System / merchandising,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Covered by always-on tag all-products-collection.,Defaults & System!9
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,All-Products-Collections,all-products-collections,System / merchandising,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Covered by always-on tag all-products-collections. Shopify has both this and all-products-collection.,Defaults & System!10
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,Best Sellers,best-sellers,System / merchandising,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Merchandising / performance. Do not auto-tag new products as best sellers.,Defaults & System!11
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,LA Featured Products,la-featured-products,System / merchandising,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,"Homepage merchandising. Manual only. Live tags: featured-products, la-featured-products.",Defaults & System!12
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,Gifts Under R500,gifts-under-r500,System / merchandising,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,"Price rule, not a create-product collection.",Defaults & System!13
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,Gifts Under R700,gifts-under-r700,System / merchandising,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,"Price rule, not a create-product collection.",Defaults & System!14
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,Gifts Under R1000,gifts-under-r1000,System / merchandising,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,"Price rule, not a create-product collection.",Defaults & System!15
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,Exclude Sale and Stacks Products,exclude-sale-and-stacks-products,System / merchandising,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Operational smart collection. Not a tagging target.,Defaults & System!16
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,Products_Eligible_for_Discount,products_eligible_for_discount,System / merchandising,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Promo eligibility. Do not auto from collection picker.,Defaults & System!17
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,SEO Test Collection,seo-test-collection-renamed,System / merchandising,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Test collection. Ignore for product create.,Defaults & System!18
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,Livi Road Hexagons Siblings,livi-road-hexagons-siblings,System / siblings,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Sibling collections group colour/size variants of the same design. Do not auto-tag from the collection picker. Same rule for all *siblings collections.,Defaults & System!19
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,Livi Road Chevron Siblings,livi-road-chevron-siblings,System / siblings,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Sibling collections group colour/size variants of the same design. Do not auto-tag from the collection picker. Same rule for all *siblings collections.,Defaults & System!20
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,Livi Road Slims Siblings,livi-road-slims-siblings,System / siblings,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Sibling collections group colour/size variants of the same design. Do not auto-tag from the collection picker. Same rule for all *siblings collections.,Defaults & System!21
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,Livi Road Facets Siblings,livi-road-facets-siblings,System / siblings,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Sibling collections group colour/size variants of the same design. Do not auto-tag from the collection picker. Same rule for all *siblings collections.,Defaults & System!22
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,Untamed Round Hoops Siblings,untamed-round-hoops-siblings,System / siblings,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Sibling collections group colour/size variants of the same design. Do not auto-tag from the collection picker. Same rule for all *siblings collections.,Defaults & System!23
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,Elements Of Desire Wishbone Siblings,elements-of-desire-wishbone-siblings,System / siblings,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Sibling collections group colour/size variants of the same design. Do not auto-tag from the collection picker. Same rule for all *siblings collections.,Defaults & System!24
DO_NOT_USE_IN_CREATE_FORM,NO CREATE-FORM TRIGGER: keep out of product creation choices; do not auto-apply from this rule.,(All other *-siblings collections),*-siblings,System / siblings,Not a create-product choice,—,,,,,,,,,,,,,,DO NOT AUTO,Same rule: variant grouping only. Do not invent create-product auto-fill for sibling collections.,Defaults & System!25
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Earrings,earrings,Main type,Main nav,— (this is a parent),"all-products, all-products-collection, all-products-collections, earrings, exclude-from-the-sale",,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,OK,Every earrings product must get these type tags.,Earrings!6
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Classic Earrings,classical-minimal-earrings,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Earrings,"all-products, all-products-collection, all-products-collections, earrings, classical-and-minimal, exclude-from-the-sale",,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,OK,,Earrings!8
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Colour Pop Earrings,bohemian-colour-pop-earrings,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Earrings,"all-products, all-products-collection, all-products-collections, earrings, bohemian-and-colour-pop, exclude-from-the-sale",,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,OK,,Earrings!9
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Earthy & Natural earrings,earthy-natural-earrings,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Earrings,"all-products, all-products-collection, all-products-collections, earrings, earthy-and-natural, exclude-from-the-sale",,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,OK,,Earrings!10
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,FLORAL EARRINGS,floral-earrings,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Earrings,"all-products, all-products-collection, all-products-collections, earrings, floral-earrings, florals, exclude-from-the-sale",,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,OK,,Earrings!11
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Gold earrings,gold-earrings,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Earrings,"all-products, all-products-collection, all-products-collections, earrings, gold-earrings, exclude-from-the-sale",,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,OK,,Earrings!12
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Silver & Neutral earrings,silver-neutral-earrings,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Earrings,"all-products, all-products-collection, all-products-collections, earrings, silver-tones, exclude-from-the-sale",,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,OK,,Earrings!13
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,UNTAMED: BOLD EARRINGS,untamed-bold-earrings,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Earrings,"all-products, all-products-collection, all-products-collections, earrings, bold-earrings, untamed, untamed-earrings, exclude-from-the-sale",,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,ADDED,Brand-style overlap: Untamed + Earrings + bold.,Earrings!14
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,UNTAMED: SILVER TONES,untamed-silver-tones,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Earrings,"all-products, all-products-collection, all-products-collections, earrings, silver-tones, untamed, untamed-earrings, exclude-from-the-sale",,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,ADDED,,Earrings!15
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Untamed Floral Earrings,untamed-floral-earrings,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Earrings,"all-products, all-products-collection, all-products-collections, earrings, floral-earrings, florals, untamed, untamed-earrings, exclude-from-the-sale",,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,ADDED,,Earrings!16
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Livi Road Earrings,livi-road-earrings,Brand + type,Shop By Collection under a type mega-menu,Livi Road + Earrings,"all-products, all-products-collection, all-products-collections, livi-road, earrings, livi-road-earrings, exclude-from-the-sale",,Livi Road,Earrings,Livi Road,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,ADDED,,Earrings!18
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Untamed Earrings,untamed-earrings,Brand + type,Shop By Collection under a type mega-menu,Untamed + Earrings,"all-products, all-products-collection, all-products-collections, untamed, earrings, untamed-earrings, exclude-from-the-sale",,Untamed,Earrings,Untamed,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,ADDED,,Earrings!19
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,EARRINGS SALE,earrings-sale,Sale,Sale mega-menu / sale landing,SALE + Earrings,"all-products, all-products-collection, all-products-collections, earrings, earrings-sale, sale",exclude-from-the-sale,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,OK,Sale collections overlap: brand sale + type sale + main Sale should all receive the product.,Earrings!21; Sale!10
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Bold Colours earrings,bold-colours-earings,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Earrings,"all-products, all-products-collection, all-products-collections, earrings, bold-colours-earrings, bold-earrings, exclude-from-the-sale",,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,TAG SPELLING CONFLICT,Collection handle typo: earings. Architecture CSV used bold-earrings; live products use both bold-colours-earrings (9) and bold-earrings (8). Apply both until cleaned.,Earrings!23
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Dainty Earrings,dainty-divine-earrings,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Earrings,"all-products, all-products-collection, all-products-collections, earrings, dainty-and-devine, exclude-from-the-sale",,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,TYPO IN LIVE TAGS,Tag is dainty-and-devine (misspelled divine). Keep as-is until Mack aliases a corrected tag.,Earrings!24
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Untamed Golden Power,untamed-golden-power,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Earrings,"all-products, all-products-collection, all-products-collections, earrings, golden-power, untamed, exclude-from-the-sale",,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,UNSURE,Tag golden-power (15). Confirm if non-earring products in this line share only the tag.,Earrings!25
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,EARRINGS NEW TO SALE,earrings-new-to-sale,Sale,Sale mega-menu / sale landing,SALE + Earrings Sale,"all-products, all-products-collection, all-products-collections, earrings-sale, earrings, sale",exclude-from-the-sale,,Earrings,,Apparel & Accessories > Jewelry > Earrings,194,,,handcrafted-jewellery,unisex,universal,draft,NO DEDICATED TAG,No *-new-to-sale tag exists on the product CSV. Treat as the parent SALE collection for auto-fill. Confirm with Mack whether these are smart collections (sale + recency) before creating new tags.,Earrings!26; Sale!21
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Necklaces,necklaces,Main type,Main nav,— (this is a parent),"all-products, all-products-collection, all-products-collections, necklaces, exclude-from-the-sale",,,Necklaces,,Apparel & Accessories > Jewelry > Necklaces,196,,,handcrafted-jewellery,unisex,universal,draft,OK,Every necklaces product must get these type tags.,Necklaces!6
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,BEADED & STRING STYLE NECKLACES,beaded-and-string-style-necklaces,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Necklaces,"all-products, all-products-collection, all-products-collections, necklaces, beaded-and-string-style-necklaces, exclude-from-the-sale",,,Necklaces,,Apparel & Accessories > Jewelry > Necklaces,196,,,handcrafted-jewellery,unisex,universal,draft,OK,,Necklaces!8
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,BOLD NECKLACES,bold-colours-necklaces,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Necklaces,"all-products, all-products-collection, all-products-collections, necklaces, bold-colours-necklaces, exclude-from-the-sale",,,Necklaces,,Apparel & Accessories > Jewelry > Necklaces,196,,,handcrafted-jewellery,unisex,universal,draft,OK,,Necklaces!9
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,Freshwater Pearl Necklaces,pearl-necklaces,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Necklaces,"all-products, all-products-collection, all-products-collections, necklaces, pearl-necklaces, exclude-from-the-sale",,,Necklaces,,Apparel & Accessories > Jewelry > Necklaces,196,,,handcrafted-jewellery,unisex,universal,draft,OK,,Necklaces!10
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,GOLD NECKLACES,gold-necklaces,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Necklaces,"all-products, all-products-collection, all-products-collections, necklaces, gold-necklaces, exclude-from-the-sale",,,Necklaces,,Apparel & Accessories > Jewelry > Necklaces,196,,,handcrafted-jewellery,unisex,universal,draft,OK,,Necklaces!11
SHOP_YOUR_VIBE_DROPDOWN,USER TRIGGER ONLY: never preselect Shop Your Vibe. Apply this entire row only after the user explicitly selects this Shop Your Vibe option.,SILVER AND MINIMALIST NECKLACES,necklaces-silver-and-minimalist,Shop by style / Shop Your Vibe,Shop Your Vibe + Shop By Style in type mega-menu,Necklaces,"all-products, all-products-collection, all-products-collections, necklaces, silver-and-minimalist-necklaces, exclude-from-the-sale",,,Necklaces,,Apparel & Accessories > Jewelry > Necklaces,196,,,handcrafted-jewellery,unisex,universal,draft,OK,,Necklaces!12
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Livi Road Necklaces,livi-road-necklaces,Brand + type,Shop By Collection under a type mega-menu,Livi Road + Necklaces,"all-products, all-products-collection, all-products-collections, livi-road, necklaces, livi-road-necklaces, exclude-from-the-sale",,Livi Road,Necklaces,Livi Road,Apparel & Accessories > Jewelry > Necklaces,196,,,handcrafted-jewellery,unisex,universal,draft,ADDED,,Necklaces!14
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Elevated Basics Necklaces,elevated-basics-necklaces,Brand + type,Shop By Collection under a type mega-menu,Elevated Basics + Necklaces,"all-products, all-products-collection, all-products-collections, elevated-basics, necklaces, elevated-basics-necklaces, exclude-from-the-sale",,Elevated Basics,Necklaces,Elevated Basics,Apparel & Accessories > Jewelry > Necklaces,196,,,handcrafted-jewellery,unisex,universal,draft,ADDED,,Necklaces!15
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Untamed Necklaces,untamed-necklaces,Brand + type,Shop By Collection under a type mega-menu,Untamed + Necklaces,"all-products, all-products-collection, all-products-collections, untamed, necklaces, untamed-necklaces, exclude-from-the-sale",,Untamed,Necklaces,Untamed,Apparel & Accessories > Jewelry > Necklaces,196,,,handcrafted-jewellery,unisex,universal,draft,ADDED,,Necklaces!16
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,NECKLACES SALE,necklaces-sale,Sale,Sale mega-menu / sale landing,SALE + Necklaces,"all-products, all-products-collection, all-products-collections, necklaces, necklaces-sale, sale",exclude-from-the-sale,,Necklaces,,Apparel & Accessories > Jewelry > Necklaces,196,,,handcrafted-jewellery,unisex,universal,draft,OK,Sale collections overlap: brand sale + type sale + main Sale should all receive the product.,Necklaces!18; Sale!8
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,NECKLACES NEW TO SALE,necklaces-new-to-sale,Sale,Sale mega-menu / sale landing,SALE + Necklaces Sale,"all-products, all-products-collection, all-products-collections, necklaces-sale, necklaces, sale",exclude-from-the-sale,,Necklaces,,Apparel & Accessories > Jewelry > Necklaces,196,,,handcrafted-jewellery,unisex,universal,draft,NO DEDICATED TAG,No *-new-to-sale tag exists on the product CSV. Treat as the parent SALE collection for auto-fill. Confirm with Mack whether these are smart collections (sale + recency) before creating new tags.,Necklaces!20; Sale!19
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,NEW IN / NEW ARRIVALS,new-arrivals,Main nav,NEW IN,— plus brand New In children,"all-products, all-products-collection, all-products-collections, new-arrivals, new-in, newbies, exclude-from-the-sale",,,,,,,,,,,,,ADDED,Website title is NEW ARRIVALS; nav says NEW IN. Remove these tags when the product is no longer new.,New In!6
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Livi Road New In,livi-road-new-in,New In,New In mega-menu,NEW IN + Livi Road,"all-products, all-products-collection, all-products-collections, new-arrivals, new-in, newbies, livi-road, livi-road-new-in, exclude-from-the-sale",,Livi Road,,Livi Road,,,,,handcrafted-jewellery,unisex,universal,draft,ADDED,New In is time-based; remove these tags when the product leaves New In.,New In!7
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Elevated Basics New In,elevated-basics-new-in,New In,New In mega-menu,NEW IN + Elevated Basics,"all-products, all-products-collection, all-products-collections, new-arrivals, new-in, newbies, elevated-basics, elevated-basics-new-in, exclude-from-the-sale",,Elevated Basics,,Elevated Basics,,,,,handcrafted-jewellery,unisex,universal,draft,ADDED,New In is time-based; remove these tags when the product leaves New In.,New In!8
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,Pata Pata New In,pata-pata-new-in,New In,New In mega-menu,NEW IN + Pata Pata,"all-products, all-products-collection, all-products-collections, new-arrivals, new-in, newbies, pata-pata, pata-pata-new-in, exclude-from-the-sale",,Pata Pata,,Pata Pata,,,,,handcrafted-jewellery,unisex,universal,draft,ADDED,New In is time-based; remove these tags when the product leaves New In.,New In!9
AUTO_ON_COLLECTION_SELECTION,AUTO: apply when this collection is selected.,PERSONALISED & ENGRAVED,livi-road-personalised-engraved-bracelets,Main nav,PERSONALISED & ENGRAVED (also Bracelets Shop Your Vibe),Livi Road + Bracelets,"all-products, all-products-collection, all-products-collections, customisation, livi-road, livi-road-bracelets, bracelets, bracelet, exclude-from-the-sale",,Livi Road,Bracelets,Livi Road,Apparel & Accessories > Jewelry > Bracelets,191,beaded,solid,handcrafted-jewellery,unisex,universal,draft,ADDED,"Handle is Livi Road specific even though the nav label is generic. Live tag is customisation (British spelling), not personalised.",Personalised & Engraved!6
